KS0001,1000766592,Blanco,31.5Wx8Hx20.5D double bowl stainless steel,Blanco,KS0001.jpg,249
KS0002,1001601032,Kraus,20.25Wx10Hx10D 16-guage undermount single bowl stainless steel farmhouse ,Kraus,KS0002.jpg,699.95
KS0003,1000728318,Blanco VISION U,27Wx8Hx18D offset double bowl undermount black,Blanco,KS0003.jpg,794
KS0004,1000689412,Blanco ESSENTIAL,25Wx8Hx20.75D single hole stainless steel drop in ,Blanco,KS0004.jpg,325
