WTILE0001,1001221329,Enigma Vera Carrara,12x24 inch Polished Rectified Porcelain,Enigma,WTILE0001.jpg,2.66,15.5,41.2
WTILE0002,1001387723,Enigma Vermont Graphite,12x24 inch Rectified Porcelain,Enigma,WTILE0002.jpg,3.58,,
WTILE0003,1001601440,Enigma Eden Carbon,12x24 inch Matte Pressed Porcelain,Enigma,WTILE0003.jpg,3.28,,
WTILE0004,1001387712,Enigma Trentino Graphite,11.75x11.75 inch Hexagon Polished Porcelain Mosiac,Enigma,WTILE0004.jpg,14.87,,
WTILE0005,1001387721,Enigma Eden Ice,12x24 inch Porcelain,Enimga,WTILE0005.jpg,3.28,,
