KF0001,1001167320,MOEN Align,Single Handle Bar Faucet Matte Black,MOEN,KF0001.jpg,520.46
KF0002,1000779148,Delta Trinsic,Single Handle Pull Down Bar Faucet Chrome,Delta,KF0002.jpg,344.4
KF0003,1001053714,MOEN Kaden,Single Handle Pull Down Sprayer Faucet Stainless Steel,MOEN,KF0003.jpg,199
KF0004,1001168191,GROHE Eurodisc,Single Handle Pull-Out Dual Sprayer StarLight Chrome,GROHE,KF0004.jpg,341.25
