HW0001,1001105512,Bruce Grey Oak,Oak Gray Solid Hardwood,Bruce,HW0001.jpg,5.48,22
HW0002,1001134907,Bruce American Vintage,Red Oak Solid Hardwood,Bruce,HW0002.jpg,8.48,23.5
HW0003,1001134585,Bruce Sugar White,White Oak Hardwood Flooring,Bruce,HW0003.jpg,7.91,23.5
