T0001,1001544538,TOTO Eco UltraMax,Eco 4.8L One-Piece Elongated white,TOTO,T0001.jpg,703
T0002,1001550942,American Standard Cadet Milennium,4.8L Single Flush Elongated 2pc white,American Standard,T0002.jpg,228
T0003,1001639839,Swiss Madison St. Tropez,4.2L One-Piece Elongated Dual Flush,Swiss Madison,T0003.jpg,409
